Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Month_Year,Year,Month_Number,Month_Name
3213,Men,Running,Air Zoom,XL,0,0.00,0.00,0.00,2024-12-28,Online,Kolkata,3221.70,2024-12,2024,12,Dec
3214,Kids,Lifestyle,Dunk Low,XL,0,0.00,0.00,0.00,2024-11-09,Online,Kolkata,-857.15,2024-11,2024,11,Nov
3215,Men,Soccer,Phantom GT,XL,0,0.00,0.00,0.00,2024-02-20,Online,Kolkata,2109.68,2024-02,2024,2,Feb
3216,Men,Basketball,Air Jordan,XL,0,0.00,0.00,0.00,2023-08-14,Online,Mumbai,2508.13,2023-08,2023,8,Aug
3217,Men,Soccer,Tiempo Legend,6,1,4819.75,0.22,3759.41,2025-02-15,Retail,Pune,-514.90,2025-02,2025,2,Feb
3218,Men,Running,Air Zoom,6,0,4854.18,0.00,0.00,2024-09-29,Retail,Kolkata,3807.88,2024-09,2024,9,Sep
3219,Women,Basketball,Air Jordan,XL,0,2277.83,1.00,0.00,2025-03-17,Online,Delhi,1151.76,2025-03,2025,3,Mar
3220,Women,Lifestyle,Dunk Low,11,0,0.00,0.00,0.00,2025-02-16,Online,Bangalore,2731.04,2025-02,2025,2,Feb
3221,Women,Basketball,LeBron 20,Unknown,2,9682.68,0.88,2323.84,2024-09-21,Online,Pune,1650.44,2024-09,2024,9,Sep
3222,Kids,Basketball,Air Jordan,XL,0,5300.32,0.00,0.00,2024-10-08,Online,Bangalore,2593.48,2024-10,2024,10,Oct
3224,Women,Soccer,Phantom GT,Unknown,1,9872.38,0.18,8095.35,2025-03-18,Retail,Pune,233.85,2025-03,2025,3,Mar
3225,Kids,Basketball,Kyrie Flytrap,L,0,7364.60,0.00,0.00,2023-12-20,Retail,Kolkata,-458.05,2023-12,2023,12,Dec
3226,Men,Soccer,Mercurial Superfly,Unknown,2,4585.77,0.00,0.00,2025-02-12,Retail,Pune,-241.59,2025-02,2025,2,Feb
3228,Kids,Basketball,LeBron 20,XL,0,6745.63,0.00,0.00,2025-04-19,Retail,Bangalore,3620.90,2025-04,2025,4,Apr
3229,Kids,Running,Free RN,Unknown,0,0.00,1.00,0.00,2024-08-19,Retail,Pune,188.96,2024-08,2024,8,Aug
3231,Men,Lifestyle,Dunk Low,L,0,6406.53,0.90,0.00,2024-12-17,Online,Kolkata,2859.55,2024-12,2024,12,Dec
3232,Kids,Lifestyle,Air Force 1,Unknown,0,0.00,0.00,0.00,2023-11-11,Online,Pune,2083.57,2023-11,2023,11,Nov
3233,Men,Soccer,Phantom GT,M,1,4091.68,0.00,0.00,2025-04-26,Retail,Hyderabad,571.80,2025-04,2025,4,Apr
3234,Kids,Soccer,Phantom GT,XL,0,0.00,0.00,0.00,2025-05-14,Online,Delhi,327.76,2025-05,2025,5,May
3236,Kids,Lifestyle,Blazer Mid,Unknown,4,0.00,0.68,0.00,2025-07-21,Retail,Hyderabad,-37.37,2025-07,2025,7,Jul
3237,Kids,Basketball,LeBron 20,L,3,5596.52,0.00,0.00,2024-08-16,Retail,Mumbai,2926.28,2024-08,2024,8,Aug
3240,Kids,Basketball,Zoom Freak,9,0,8776.59,0.00,0.00,2024-05-27,Retail,Hyderabad,-1020.05,2024-05,2024,5,May
3241,Women,Basketball,LeBron 20,XL,0,7477.49,0.00,0.00,2024-02-12,Retail,Bangalore,3176.20,2024-02,2024,2,Feb
3242,Men,Basketball,LeBron 20,L,0,9677.18,0.59,0.00,2024-08-24,Retail,Bangalore,609.45,2024-08,2024,8,Aug
3243,Men,Lifestyle,Air Force 1,L,3,0.00,0.00,0.00,2024-10-25,Retail,Pune,1943.22,2024-10,2024,10,Oct
3244,Women,Training,Metcon 7,M,0,0.00,0.00,0.00,2025-03-13,Online,Hyderabad,1750.18,2025-03,2025,3,Mar
3245,Women,Running,React Infinity,L,3,0.00,0.00,0.00,2024-05-19,Retail,Pune,3102.91,2024-05,2024,5,May
3246,Men,Running,Air Zoom,7,0,7787.74,0.00,0.00,2025-05-14,Online,Pune,479.25,2025-05,2025,5,May
3248,Women,Lifestyle,Blazer Mid,12,0,8234.91,0.00,0.00,2024-11-24,Online,Mumbai,2984.10,2024-11,2024,11,Nov
3249,Kids,Lifestyle,Blazer Mid,M,1,4738.25,0.00,0.00,2025-02-25,Online,Bangalore,731.10,2025-02,2025,2,Feb
3250,Women,Lifestyle,Air Force 1,L,0,0.00,0.00,0.00,2024-09-18,Online,Pune,1172.07,2024-09,2024,9,Sep
3251,Men,Soccer,Premier III,7,0,6735.33,0.00,0.00,2024-01-10,Retail,Kolkata,3462.04,2024-01,2024,1,Jan
3252,Men,Basketball,Zoom Freak,10,1,0.00,0.00,0.00,2024-03-26,Online,Mumbai,-563.83,2024-03,2024,3,Mar
3253,Kids,Running,Air Zoom,10,0,0.00,0.00,0.00,2025-04-17,Online,Bangalore,2267.92,2025-04,2025,4,Apr
3254,Women,Soccer,Mercurial Superfly,Unknown,0,0.00,0.51,0.00,2024-11-04,Retail,Mumbai,3035.41,2024-11,2024,11,Nov
3255,Kids,Basketball,Air Jordan,XL,0,6975.67,0.00,0.00,2025-02-03,Online,Bangalore,960.65,2025-02,2025,2,Feb
3257,Women,Running,Free RN,7,0,7056.01,0.00,0.00,2025-01-19,Retail,Kolkata,1190.89,2025-01,2025,1,Jan
3259,Women,Lifestyle,Air Force 1,6,0,7305.78,0.00,0.00,2025-04-07,Retail,Mumbai,573.79,2025-04,2025,4,Apr
3260,Men,Soccer,Mercurial Superfly,7,1,0.00,0.00,0.00,2025-06-28,Online,Mumbai,1287.17,2025-06,2025,6,Jun
3261,Men,Basketball,Air Jordan,XL,0,0.00,0.00,0.00,2024-11-26,Online,Hyderabad,472.79,2024-11,2024,11,Nov
3262,Women,Basketball,LeBron 20,6,0,0.00,0.00,0.00,2024-12-26,Retail,Bangalore,1490.29,2024-12,2024,12,Dec
3263,Women,Running,React Infinity,L,4,0.00,0.00,0.00,2025-02-23,Online,Mumbai,2278.12,2025-02,2025,2,Feb
3264,Men,Training,Metcon 7,Unknown,2,0.00,0.13,0.00,2025-08-06,Online,Bangalore,-992.25,2025-08,2025,8,Aug
3265,Women,Soccer,Mercurial Superfly,M,4,0.00,0.00,0.00,2024-09-22,Retail,Bangalore,2860.71,2024-09,2024,9,Sep
3267,Kids,Lifestyle,Air Force 1,Unknown,0,0.00,0.52,0.00,2025-02-15,Retail,Pune,345.92,2025-02,2025,2,Feb
3268,Men,Soccer,Mercurial Superfly,L,0,0.00,0.00,0.00,2025-07-11,Retail,Mumbai,1586.40,2025-07,2025,7,Jul
3269,Women,Soccer,Mercurial Superfly,M,0,7268.31,0.00,0.00,2024-12-03,Online,Mumbai,-719.57,2024-12,2024,12,Dec
3270,Kids,Lifestyle,Dunk Low,XL,0,0.00,0.00,0.00,2025-06-03,Online,Pune,3619.80,2025-06,2025,6,Jun
3271,Men,Basketball,LeBron 20,6,0,0.00,0.00,0.00,2025-05-18,Retail,Hyderabad,545.10,2025-05,2025,5,May
3273,Women,Soccer,Phantom GT,M,0,5527.70,0.17,0.00,2024-02-04,Online,Bangalore,2577.59,2024-02,2024,2,Feb
3274,Men,Training,SuperRep Go,L,3,6031.14,0.15,15379.41,2025-03-05,Retail,Hyderabad,169.05,2025-03,2025,3,Mar
3275,Women,Soccer,Premier III,L,4,0.00,0.00,0.00,2025-05-27,Retail,Hyderabad,1652.12,2025-05,2025,5,May
3277,Men,Training,SuperRep Go,Unknown,4,0.00,0.00,0.00,2024-09-05,Online,Bangalore,293.59,2024-09,2024,9,Sep
3278,Kids,Lifestyle,Dunk Low,L,0,0.00,0.00,0.00,2025-01-06,Retail,Pune,107.83,2025-01,2025,1,Jan
3279,Kids,Soccer,Mercurial Superfly,XL,4,2572.41,0.10,9260.68,2024-11-09,Retail,Delhi,3098.28,2024-11,2024,11,Nov
3280,Kids,Training,SuperRep Go,XL,0,7709.70,0.00,0.00,2024-10-12,Online,Mumbai,663.54,2024-10,2024,10,Oct
3282,Kids,Basketball,Air Jordan,XL,4,0.00,0.23,0.00,2024-05-19,Retail,Delhi,-190.17,2024-05,2024,5,May
3283,Men,Soccer,Premier III,XL,2,0.00,0.00,0.00,2024-10-18,Online,Mumbai,3871.51,2024-10,2024,10,Oct
3284,Women,Running,Free RN,Unknown,4,5776.74,0.00,0.00,2024-08-20,Online,Kolkata,210.83,2024-08,2024,8,Aug
3285,Men,Training,Metcon 7,XL,4,0.00,0.00,0.00,2024-05-10,Online,Hyderabad,-401.38,2024-05,2024,5,May
3286,Kids,Basketball,LeBron 20,Unknown,0,4323.86,0.00,0.00,2025-01-16,Retail,Hyderabad,-577.54,2025-01,2025,1,Jan
3288,Kids,Lifestyle,Dunk Low,10,4,0.00,0.00,0.00,2024-07-25,Retail,Delhi,3852.98,2024-07,2024,7,Jul
3289,Men,Training,Metcon 7,M,0,0.00,0.00,0.00,2024-09-13,Online,Pune,-878.70,2024-09,2024,9,Sep
3292,Women,Training,Metcon 7,M,0,0.00,0.00,0.00,2025-05-23,Online,Hyderabad,2299.04,2025-05,2025,5,May
3295,Women,Training,SuperRep Go,10,0,2983.60,0.00,0.00,2024-12-29,Online,Delhi,3650.65,2024-12,2024,12,Dec
3297,Men,Lifestyle,Air Force 1,L,0,5875.99,0.00,0.00,2025-07-02,Online,Delhi,3803.18,2025-07,2025,7,Jul
3300,Women,Basketball,Air Jordan,L,2,0.00,0.00,0.00,2024-12-18,Retail,Bangalore,3436.23,2024-12,2024,12,Dec
3302,Women,Soccer,Tiempo Legend,M,0,6226.74,0.00,0.00,2025-05-12,Retail,Pune,-316.51,2025-05,2025,5,May
3303,Kids,Soccer,Tiempo Legend,9,2,6380.50,0.00,0.00,2024-10-19,Online,Kolkata,2846.02,2024-10,2024,10,Oct
3304,Women,Running,React Infinity,M,0,0.00,0.65,0.00,2024-11-15,Online,Mumbai,2405.30,2024-11,2024,11,Nov
3305,Kids,Running,Free RN,Unknown,0,4216.14,0.00,0.00,2024-10-17,Retail,Hyderabad,-687.95,2024-10,2024,10,Oct
3306,Kids,Basketball,LeBron 20,L,0,0.00,0.25,0.00,2024-07-30,Retail,Mumbai,3052.49,2024-07,2024,7,Jul
3307,Women,Soccer,Mercurial Superfly,M,0,7127.99,0.00,0.00,2024-12-08,Online,Mumbai,818.55,2024-12,2024,12,Dec
3308,Men,Training,ZoomX Invincible,Unknown,0,0.00,0.85,0.00,2025-04-08,Online,Bangalore,2625.19,2025-04,2025,4,Apr
3309,Men,Lifestyle,Air Force 1,Unknown,0,5594.08,0.00,0.00,2023-09-12,Retail,Hyderabad,626.95,2023-09,2023,9,Sep
3310,Women,Running,Free RN,M,4,0.00,0.21,0.00,2025-04-18,Retail,Kolkata,2856.16,2025-04,2025,4,Apr
3311,Kids,Soccer,Premier III,M,0,0.00,0.04,0.00,2025-02-05,Online,Delhi,3152.21,2025-02,2025,2,Feb
3312,Women,Basketball,Zoom Freak,M,1,8069.30,0.00,0.00,2025-05-25,Retail,Pune,-95.96,2025-05,2025,5,May
3316,Women,Running,React Infinity,L,0,0.00,1.00,0.00,2024-04-25,Online,Bangalore,27.15,2024-04,2024,4,Apr
3318,Men,Training,Flex Trainer,XL,0,0.00,0.00,0.00,2025-04-11,Online,Delhi,1096.06,2025-04,2025,4,Apr
3319,Women,Running,Air Zoom,XL,0,6109.10,0.37,0.00,2024-09-28,Retail,Mumbai,-846.73,2024-09,2024,9,Sep
3320,Kids,Basketball,Air Jordan,Unknown,0,8046.47,0.05,0.00,2024-09-12,Online,Kolkata,-274.91,2024-09,2024,9,Sep
3321,Kids,Soccer,Tiempo Legend,M,4,4986.67,1.00,0.00,2025-01-15,Retail,Mumbai,3170.16,2025-01,2025,1,Jan
3322,Men,Training,Metcon 7,M,0,0.00,0.00,0.00,2023-08-28,Online,Hyderabad,864.55,2023-08,2023,8,Aug
3323,Men,Running,Air Zoom,Unknown,0,8130.74,0.07,0.00,2024-01-01,Retail,Delhi,-687.56,2024-01,2024,1,Jan
3324,Women,Lifestyle,Dunk Low,Unknown,0,0.00,0.00,0.00,2024-08-17,Retail,Hyderabad,-871.48,2024-08,2024,8,Aug
3325,Kids,Basketball,LeBron 20,L,0,0.00,0.00,0.00,2024-11-06,Online,Hyderabad,1115.70,2024-11,2024,11,Nov
3326,Men,Training,SuperRep Go,M,0,0.00,0.88,0.00,2025-05-30,Online,Mumbai,991.04,2025-05,2025,5,May
3327,Men,Training,Flex Trainer,12,3,0.00,0.00,0.00,2025-10-03,Online,Bangalore,-1155.61,2025-10,2025,10,Oct
3328,Women,Soccer,Phantom GT,Unknown,0,0.00,0.25,0.00,2024-09-20,Online,Pune,2132.49,2024-09,2024,9,Sep
3329,Kids,Training,ZoomX Invincible,M,0,0.00,0.00,0.00,2024-04-28,Retail,Kolkata,530.29,2024-04,2024,4,Apr
3334,Kids,Soccer,Tiempo Legend,L,3,2471.71,0.00,0.00,2023-11-14,Online,Mumbai,1190.89,2023-11,2023,11,Nov
3335,Men,Soccer,Premier III,Unknown,0,3138.53,0.00,0.00,2024-08-17,Retail,Delhi,1221.99,2024-08,2024,8,Aug
3336,Kids,Running,React Infinity,XL,0,4334.53,0.00,0.00,2025-03-31,Online,Hyderabad,2759.16,2025-03,2025,3,Mar
3337,Men,Training,ZoomX Invincible,L,4,0.00,0.00,0.00,2024-10-10,Online,Delhi,2915.13,2024-10,2024,10,Oct
3338,Women,Training,ZoomX Invincible,L,0,0.00,1.00,0.00,2025-09-06,Online,Kolkata,3011.73,2025-09,2025,9,Sep
3339,Men,Lifestyle,Air Force 1,Unknown,0,6656.01,0.00,0.00,2025-05-15,Retail,Delhi,2014.52,2025-05,2025,5,May
3340,Kids,Soccer,Premier III,M,3,3248.74,0.00,0.00,2024-12-29,Retail,Mumbai,2551.47,2024-12,2024,12,Dec
3341,Kids,Training,Metcon 7,8,3,8387.99,0.00,0.00,2024-03-23,Online,Bangalore,1693.41,2024-03,2024,3,Mar
3343,Kids,Basketball,Air Jordan,L,3,9405.77,0.00,0.00,2024-12-11,Retail,Hyderabad,1688.78,2024-12,2024,12,Dec
3344,Kids,Soccer,Mercurial Superfly,12,0,8217.37,1.00,0.00,2025-06-24,Retail,Hyderabad,303.77,2025-06,2025,6,Jun
3348,Women,Soccer,Mercurial Superfly,9,0,2114.86,0.00,0.00,2024-09-26,Online,Hyderabad,2636.76,2024-09,2024,9,Sep
3350,Women,Basketball,Zoom Freak,L,0,0.00,0.48,0.00,2025-05-28,Online,Bangalore,2199.43,2025-05,2025,5,May
3352,Women,Training,SuperRep Go,9,0,6622.41,0.23,0.00,2025-03-01,Retail,Pune,1437.43,2025-03,2025,3,Mar
3354,Men,Lifestyle,Dunk Low,L,0,0.00,0.40,0.00,2024-01-11,Retail,Kolkata,-987.60,2024-01,2024,1,Jan
3355,Kids,Basketball,LeBron 20,6,0,7781.40,1.00,0.00,2025-01-16,Online,Pune,1815.96,2025-01,2025,1,Jan
3356,Women,Soccer,Tiempo Legend,M,4,0.00,0.00,0.00,2025-03-13,Online,Mumbai,724.11,2025-03,2025,3,Mar
3357,Kids,Training,Flex Trainer,M,4,6206.45,0.50,12412.90,2025-04-05,Online,Delhi,678.42,2025-04,2025,4,Apr
3358,Men,Basketball,Kyrie Flytrap,M,0,0.00,0.43,0.00,2024-08-01,Online,Hyderabad,2019.56,2024-08,2024,8,Aug
3359,Kids,Basketball,LeBron 20,Unknown,0,9362.81,1.00,0.00,2024-01-09,Retail,Mumbai,2963.03,2024-01,2024,1,Jan
3360,Women,Training,Metcon 7,M,4,0.00,0.06,0.00,2024-07-31,Online,Bangalore,304.12,2024-07,2024,7,Jul
3362,Men,Lifestyle,Air Force 1,L,0,0.00,0.00,0.00,2024-03-10,Retail,Delhi,2730.12,2024-03,2024,3,Mar
3363,Women,Basketball,Kyrie Flytrap,Unknown,3,0.00,0.60,0.00,2025-02-18,Online,Bangalore,39.86,2025-02,2025,2,Feb
3364,Kids,Soccer,Premier III,M,0,0.00,0.24,0.00,2024-11-09,Online,Pune,-371.86,2024-11,2024,11,Nov
3366,Men,Basketball,LeBron 20,M,0,0.00,0.00,0.00,2024-12-15,Retail,Pune,2762.68,2024-12,2024,12,Dec
3368,Women,Training,Flex Trainer,M,0,0.00,0.00,0.00,2025-04-14,Retail,Delhi,2027.47,2025-04,2025,4,Apr
3369,Men,Running,React Infinity,L,0,5103.34,0.05,0.00,2024-09-27,Online,Kolkata,1247.02,2024-09,2024,9,Sep
3370,Women,Basketball,Air Jordan,XL,0,3328.45,0.00,0.00,2025-07-05,Retail,Bangalore,-1137.54,2025-07,2025,7,Jul
3371,Men,Training,Flex Trainer,XL,1,2636.01,0.00,0.00,2025-04-26,Retail,Delhi,2255.43,2025-04,2025,4,Apr
3372,Kids,Basketball,Kyrie Flytrap,M,0,0.00,0.77,0.00,2025-02-24,Online,Delhi,-1088.45,2025-02,2025,2,Feb
3374,Men,Training,Flex Trainer,M,4,4500.96,0.00,0.00,2024-12-16,Online,Pune,1905.25,2024-12,2024,12,Dec
3375,Kids,Running,Free RN,M,0,2134.23,0.00,0.00,2024-11-22,Online,Bangalore,1647.39,2024-11,2024,11,Nov
3379,Men,Basketball,Air Jordan,Unknown,2,5000.49,0.86,1400.14,2024-10-23,Retail,Pune,3000.14,2024-10,2024,10,Oct
3381,Men,Training,ZoomX Invincible,Unknown,1,0.00,0.00,0.00,2024-02-23,Retail,Mumbai,2718.47,2024-02,2024,2,Feb
3382,Men,Basketball,LeBron 20,XL,2,9187.23,0.00,0.00,2025-10-01,Retail,Hyderabad,1710.15,2025-10,2025,10,Oct
3383,Women,Lifestyle,Air Force 1,XL,0,0.00,0.00,0.00,2024-12-08,Retail,Bangalore,3793.87,2024-12,2024,12,Dec
3384,Women,Basketball,Air Jordan,10,0,0.00,0.27,0.00,2025-07-22,Retail,Bangalore,144.65,2025-07,2025,7,Jul
3385,Men,Training,ZoomX Invincible,Unknown,0,9019.91,0.00,0.00,2025-03-21,Online,Hyderabad,-643.93,2025-03,2025,3,Mar
3386,Women,Soccer,Phantom GT,8,0,9212.82,1.00,0.00,2024-10-16,Retail,Hyderabad,3827.83,2024-10,2024,10,Oct
3387,Men,Soccer,Phantom GT,10,4,0.00,1.00,0.00,2025-06-21,Retail,Bangalore,2821.58,2025-06,2025,6,Jun
3388,Women,Running,Free RN,7,0,4042.33,0.00,0.00,2025-03-05,Online,Pune,1915.52,2025-03,2025,3,Mar
3389,Women,Running,Air Zoom,M,3,9764.91,0.00,0.00,2025-04-04,Online,Mumbai,3491.49,2025-04,2025,4,Apr
3391,Women,Soccer,Mercurial Superfly,M,2,0.00,0.00,0.00,2023-11-14,Retail,Hyderabad,1628.31,2023-11,2023,11,Nov
3393,Kids,Basketball,Air Jordan,M,0,0.00,0.68,0.00,2025-06-08,Online,Bangalore,1329.32,2025-06,2025,6,Jun
3394,Kids,Lifestyle,Dunk Low,XL,1,0.00,0.00,0.00,2024-11-03,Online,Hyderabad,2396.11,2024-11,2024,11,Nov
3395,Women,Running,Free RN,L,3,0.00,0.00,0.00,2025-01-15,Online,Mumbai,3069.77,2025-01,2025,1,Jan
3398,Men,Basketball,LeBron 20,XL,2,2082.49,0.00,0.00,2023-08-27,Retail,Kolkata,415.57,2023-08,2023,8,Aug
3399,Women,Basketball,LeBron 20,6,0,4507.45,0.00,0.00,2025-11-02,Online,Hyderabad,-1021.01,2025-11,2025,11,Nov
3400,Kids,Lifestyle,Waffle One,M,0,0.00,0.23,0.00,2024-11-10,Retail,Hyderabad,703.25,2024-11,2024,11,Nov
3403,Kids,Training,Flex Trainer,M,0,0.00,0.00,0.00,2024-10-30,Retail,Pune,-200.19,2024-10,2024,10,Oct
3404,Kids,Basketball,Zoom Freak,XL,0,0.00,0.00,0.00,2025-05-04,Online,Pune,1505.06,2025-05,2025,5,May
3405,Women,Lifestyle,Dunk Low,M,0,9986.17,1.00,0.00,2025-01-04,Online,Kolkata,1861.72,2025-01,2025,1,Jan
3406,Women,Basketball,Zoom Freak,10,0,0.00,1.00,0.00,2024-08-19,Online,Bangalore,3314.92,2024-08,2024,8,Aug
3407,Women,Lifestyle,Air Force 1,11,0,5704.39,1.00,0.00,2025-01-18,Retail,Delhi,-4.10,2025-01,2025,1,Jan
3408,Men,Basketball,Air Jordan,XL,0,0.00,0.00,0.00,2025-02-28,Retail,Delhi,1675.58,2025-02,2025,2,Feb
3409,Kids,Running,Air Zoom,M,1,6312.01,0.30,4418.41,2024-08-09,Retail,Delhi,-1106.07,2024-08,2024,8,Aug
3410,Kids,Running,Free RN,Unknown,0,0.00,0.00,0.00,2025-01-01,Retail,Hyderabad,2396.55,2025-01,2025,1,Jan
3413,Kids,Soccer,Phantom GT,XL,2,0.00,0.00,0.00,2023-07-31,Online,Hyderabad,2752.65,2023-07,2023,7,Jul
3414,Men,Lifestyle,Dunk Low,7,4,9996.22,0.00,0.00,2025-01-21,Online,Mumbai,520.63,2025-01,2025,1,Jan
3415,Kids,Basketball,Air Jordan,L,0,6165.08,0.00,0.00,2024-03-06,Online,Hyderabad,-426.97,2024-03,2024,3,Mar
3416,Men,Soccer,Phantom GT,XL,0,8954.59,0.33,0.00,2025-04-06,Retail,Hyderabad,-819.45,2025-04,2025,4,Apr
3417,Men,Basketball,LeBron 20,XL,0,5700.61,0.00,0.00,2025-03-30,Online,Kolkata,-409.81,2025-03,2025,3,Mar
3421,Women,Basketball,Zoom Freak,L,0,0.00,0.00,0.00,2024-07-12,Online,Hyderabad,-242.44,2024-07,2024,7,Jul
3422,Kids,Training,Metcon 7,XL,0,3197.01,0.00,0.00,2024-01-18,Retail,Hyderabad,2432.76,2024-01,2024,1,Jan
3423,Kids,Basketball,Kyrie Flytrap,L,2,0.00,0.00,0.00,2024-06-08,Retail,Mumbai,106.00,2024-06,2024,6,Jun
3424,Women,Training,SuperRep Go,M,0,7007.84,0.32,0.00,2025-11-02,Online,Mumbai,1955.19,2025-11,2025,11,Nov
3425,Women,Lifestyle,Dunk Low,Unknown,0,2276.09,0.00,0.00,2024-07-25,Online,Kolkata,2342.64,2024-07,2024,7,Jul
3428,Women,Basketball,Air Jordan,6,1,2825.86,0.23,2175.91,2024-03-12,Online,Bangalore,625.30,2024-03,2024,3,Mar
3429,Men,Soccer,Premier III,10,0,0.00,0.00,0.00,2025-06-07,Retail,Delhi,-77.97,2025-06,2025,6,Jun
3431,Women,Training,Metcon 7,L,0,0.00,0.96,0.00,2024-01-10,Retail,Delhi,3816.31,2024-01,2024,1,Jan
3432,Kids,Basketball,Kyrie Flytrap,XL,0,0.00,0.00,0.00,2025-03-06,Online,Kolkata,-640.44,2025-03,2025,3,Mar
3434,Kids,Basketball,Air Jordan,XL,0,8741.65,0.00,0.00,2024-10-21,Online,Delhi,570.25,2024-10,2024,10,Oct
3436,Kids,Soccer,Mercurial Superfly,L,0,0.00,0.00,0.00,2025-06-11,Retail,Bangalore,2107.65,2025-06,2025,6,Jun
3437,Kids,Soccer,Tiempo Legend,M,0,0.00,0.00,0.00,2024-05-10,Retail,Mumbai,-113.52,2024-05,2024,5,May
3438,Women,Soccer,Phantom GT,7,3,0.00,0.18,0.00,2024-05-09,Retail,Hyderabad,1669.74,2024-05,2024,5,May
3441,Kids,Running,Free RN,12,2,9313.98,0.00,0.00,2025-08-05,Retail,Delhi,3301.27,2025-08,2025,8,Aug
3442,Kids,Basketball,Zoom Freak,XL,4,0.00,0.00,0.00,2025-01-21,Online,Mumbai,3129.50,2025-01,2025,1,Jan
3444,Men,Basketball,LeBron 20,L,0,0.00,0.00,0.00,2025-07-04,Online,Kolkata,-382.31,2025-07,2025,7,Jul
3446,Men,Lifestyle,Dunk Low,8,0,0.00,0.00,0.00,2024-07-09,Retail,Bangalore,1680.50,2024-07,2024,7,Jul
3447,Women,Basketball,LeBron 20,M,0,0.00,0.00,0.00,2025-05-14,Retail,Hyderabad,1860.15,2025-05,2025,5,May
3449,Men,Training,ZoomX Invincible,Unknown,0,0.00,0.25,0.00,2025-02-21,Retail,Delhi,1586.59,2025-02,2025,2,Feb
3450,Men,Running,React Infinity,M,3,0.00,0.00,0.00,2024-01-16,Retail,Bangalore,904.82,2024-01,2024,1,Jan
3451,Men,Training,SuperRep Go,7,0,0.00,0.00,0.00,2025-07-05,Retail,Mumbai,720.76,2025-07,2025,7,Jul
3452,Men,Training,SuperRep Go,11,0,0.00,0.00,0.00,2024-05-08,Online,Delhi,1239.11,2024-05,2024,5,May
3453,Kids,Soccer,Phantom GT,Unknown,0,2033.28,0.00,0.00,2024-05-12,Retail,Delhi,2003.05,2024-05,2024,5,May
3455,Women,Soccer,Premier III,Unknown,0,5947.51,0.00,0.00,2025-01-17,Retail,Hyderabad,1352.56,2025-01,2025,1,Jan
3457,Women,Training,Flex Trainer,11,0,0.00,0.81,0.00,2025-02-24,Online,Pune,3777.72,2025-02,2025,2,Feb
3458,Women,Running,Pegasus Turbo,Unknown,0,0.00,0.83,0.00,2025-01-22,Online,Mumbai,257.87,2025-01,2025,1,Jan
3459,Men,Lifestyle,Blazer Mid,Unknown,0,6100.23,0.00,0.00,2025-03-27,Retail,Hyderabad,2745.91,2025-03,2025,3,Mar
3462,Women,Basketball,Kyrie Flytrap,Unknown,3,2610.98,0.00,0.00,2024-12-21,Retail,Bangalore,274.97,2024-12,2024,12,Dec
3463,Women,Soccer,Phantom GT,12,1,0.00,0.00,0.00,2025-02-24,Retail,Pune,1853.70,2025-02,2025,2,Feb
3465,Men,Lifestyle,Dunk Low,Unknown,2,0.00,0.00,0.00,2023-11-29,Online,Delhi,1698.70,2023-11,2023,11,Nov
3466,Men,Basketball,Kyrie Flytrap,Unknown,2,6498.22,0.50,6498.22,2024-10-24,Retail,Mumbai,-360.53,2024-10,2024,10,Oct
3467,Men,Lifestyle,Air Force 1,M,2,0.00,0.00,0.00,2025-03-13,Online,Bangalore,1472.83,2025-03,2025,3,Mar
3469,Kids,Running,Air Zoom,10,1,4590.24,0.00,0.00,2024-10-01,Online,Mumbai,3792.66,2024-10,2024,10,Oct
3470,Kids,Soccer,Tiempo Legend,M,0,0.00,0.00,0.00,2025-11-02,Online,Kolkata,284.96,2025-11,2025,11,Nov
3471,Kids,Lifestyle,Waffle One,L,0,5637.46,0.00,0.00,2025-02-04,Retail,Kolkata,-364.01,2025-02,2025,2,Feb
3472,Men,Basketball,Air Jordan,XL,0,0.00,0.00,0.00,2024-08-31,Online,Hyderabad,1750.67,2024-08,2024,8,Aug
3473,Kids,Soccer,Premier III,M,4,3551.05,0.00,0.00,2024-12-05,Online,Delhi,63.47,2024-12,2024,12,Dec
3475,Kids,Soccer,Tiempo Legend,L,1,2120.44,0.00,0.00,2024-07-29,Online,Mumbai,2996.47,2024-07,2024,7,Jul
3476,Men,Training,Flex Trainer,11,0,3891.22,0.37,0.00,2025-06-25,Retail,Mumbai,1881.61,2025-06,2025,6,Jun
3477,Men,Basketball,Air Jordan,M,2,4135.26,0.00,0.00,2025-04-25,Online,Delhi,1691.28,2025-04,2025,4,Apr
3478,Kids,Training,Flex Trainer,9,0,0.00,0.00,0.00,2025-05-17,Retail,Mumbai,2192.68,2025-05,2025,5,May
3479,Women,Training,ZoomX Invincible,XL,4,0.00,0.00,0.00,2024-09-16,Retail,Mumbai,1909.78,2024-09,2024,9,Sep
3481,Women,Lifestyle,Air Force 1,XL,4,0.00,0.00,0.00,2023-10-15,Online,Bangalore,2564.61,2023-10,2023,10,Oct
3482,Men,Soccer,Mercurial Superfly,M,0,0.00,0.00,0.00,2024-08-19,Online,Hyderabad,1660.47,2024-08,2024,8,Aug
